Name,Membership,Location,Reputation,Reached,Answers,Questions,Gold Badges,Silver Badges,Bronze Badges,Tags,Profile Link
dreamlax,"15 years, 10 months","Wellington, New Zealand","94,857",14.7m,966,45,,,,"objective-c 4,784,ios 1,743,c++ 1,437,c 1,299,iphone 873,cocoa-touch 519,",https://stackoverflow.com/users/10320/dreamlax
jon limjap,"15 years, 11 months","Manila, Philippines","94,962",13.2m,438,13,,,,"c# 3,844,.net 3,438,unit-testing 1,882,visual-studio 401,oop 187,asp.net 83,",https://stackoverflow.com/users/372/jon-limjap
cbroe,"12 years, 1 month",,"94,992",5.7m,"3,776",0,,,,"facebook 2,390,facebook-graph-api 1,531,html 1,188,php 1,140,javascript 1,117,css 1,050,",https://stackoverflow.com/users/1427878/cbroe
david wasser,"13 years, 1 month","Frankfurt, Germany","94,998",5.3m,"2,147",8,,,,"android 7,252,android-intent 2,199,android-activity 1,432,java 1,221,android-service 818,android-pendingintent 722,",https://stackoverflow.com/users/769265/david-wasser
kevin b,"13 years, 11 months",,"95,006",8.5m,"2,308",7,,,,"javascript 7,463,jquery 6,158,ajax 991,html 721,json 511,node.js 298,",https://stackoverflow.com/users/400654/kevin-b
amelio vazquez reina,"14 years, 4 months",,"95,026",10.8m,38,726,,,,"python 222,matplotlib 107,ipython 57,emacs 56,pandas 33,matlab 7,",https://stackoverflow.com/users/283296/amelio-vazquez-reina
vivin paliath,"14 years, 5 months","Chandler, AZ","95,080",15.1m,"1,206",155,,,,"javascript 3,523,java 2,368,regex 1,017,jquery 978,arrays 516,html 355,",https://stackoverflow.com/users/263004/vivin-paliath
james raitsev,"14 years, 1 month",,"95,081",9.6m,79,697,,,,"java 171,git 156,intellij-idea 116,c 9,eclipse 8,junit 7,",https://stackoverflow.com/users/359862/james-raitsev
thelatemail,"13 years, 8 months","Brisbane QLD, Australia","93,221",6.5m,"1,999",17,,,,"r 7,730,dataframe 961,dplyr 564,data.table 494,regex 456,matrix 381,",https://stackoverflow.com/users/496803/thelatemail
erik funkenbusch,"15 years, 5 months","Las Vegas, NV, USA","93,222",10.4m,"2,486",132,,,,"c# 2,543,asp.net-mvc 2,133,asp.net-mvc-3 1,169,asp.net 1,152,.net 1,019,asp.net-mvc-4 669,",https://stackoverflow.com/users/61164/erik-funkenbusch
david tang,"13 years, 11 months",Australia,"93,254",14.8m,612,8,,,,"javascript 5,919,jquery 3,582,html 1,201,arrays 605,jquery-selectors 437,css 417,",https://stackoverflow.com/users/405143/david-tang
daniel vandersluis,"15 years, 3 months","Toronto, ON, Canada","93,436",11.4m,434,58,,,,"javascript 2,938,php 2,262,mysql 1,693,regex 1,340,ruby 691,sql 681,",https://stackoverflow.com/users/92313/daniel-vandersluis
thorsten kettner,"11 years, 3 months",,"93,402",5.4m,"5,434",18,8,53,75,"sql 4,939,mysql 1,677,oracle 1,530,sql-server 1,014,postgresql 525,database 357,",https://stackoverflow.com/users/2270762/thorsten-kettner
thom a,"11 years, 5 months",England,"93,517",3.4m,"4,009",7,,,,"sql-server 6,139,sql 3,718,t-sql 1,830,stored-procedures 270,sql-server-2012 210,sql-server-2016 208,",https://stackoverflow.com/users/2029983/thom-a
timmmm,"14 years, 5 months",,"93,540",21.4m,530,524,75,394,548,"android 1,620,c++ 699,qt 317,rust 228,javascript 225,git 198,",https://stackoverflow.com/users/265521/timmmm
eric o lebigot,"15 years, 7 months","Paris, France","93,550",17.6m,523,95,,,,"python 6,414,numpy 1,633,arrays 943,matplotlib 833,dictionary 242,performance 232,",https://stackoverflow.com/users/42973/eric-o-lebigot
stema,"13 years, 4 months","Calw, Germany","92,096",12.6m,"1,173",12,,,,"regex 7,355,php 791,c# 769,java 727,javascript 549,.net 391,",https://stackoverflow.com/users/626273/stema
piskvor left the building,"15 years, 10 months",Not here. Try Twitter?,"92,252",15.7m,"1,027",41,,,,"php 2,176,mysql 852,javascript 706,jquery 327,html 308,java 185,",https://stackoverflow.com/users/19746/piskvor-left-the-building
prasoon saurav,"14 years, 10 months","Bangalore, India","92,336",13.9m,720,98,,,,"c++ 4,903,c 2,349,arrays 1,371,java 1,026,templates 669,pointers 392,",https://stackoverflow.com/users/165520/prasoon-saurav
sandeep,"13 years, 6 months",India,"92,305",20.4m,"1,125",22,,,,"css 8,359,html 5,459,layout 250,javascript 242,image 240,css-selectors 235,",https://stackoverflow.com/users/567751/sandeep
blazemonger,"12 years, 11 months","Round Lake, Illinois, United States","92,337",13.4m,"1,616",25,,,,"jquery 5,348,javascript 4,848,css 1,953,html 1,420,jquery-selectors 1,306,dom 198,",https://stackoverflow.com/users/901048/blazemonger
romanperekhrest,"10 years, 6 months","Kyiv city, Ukraine","92,336",4.9m,"4,667",1,,,,"python 2,452,php 953,awk 835,arrays 835,regex 821,javascript 811,",https://stackoverflow.com/users/3185459/romanperekhrest
vittorio romeo,"13 years, 5 months",Italy,"92,366",2.7m,"1,116",312,,,,"c++ 5,968,c++11 1,651,templates 828,c++17 732,c++14 555,c 382,",https://stackoverflow.com/users/598696/vittorio-romeo
waitingkuo,"12 years, 1 month",Taiwan,"92,386",16.4m,239,66,28,117,121,"pandas 7,896,python 7,800,dataframe 6,574,numpy 365,datetime 84,meteor 83,",https://stackoverflow.com/users/1426056/waitingkuo
juri glass,"14 years, 9 months","Berlin, Germany","90,533",9.3m,39,15,8,34,47,"ruby 54,ruby-on-rails 16,android 7,ruby-on-rails-3 3,jquery 2,c 2,",https://stackoverflow.com/users/179467/juri-glass
jimmy,"15 years, 10 months","New York, NY, United States","90,624",14.3m,498,22,,,,"c# 4,132,javascript 1,308,python 1,096,linq 709,.net 508,algorithm 247,",https://stackoverflow.com/users/4435/jimmy
soviut,"15 years, 7 months","Toronto, Canada","90,650",13.6m,"1,117",165,51,202,274,"python 3,111,javascript 1,089,html 641,css 628,node.js 465,django 418,",https://stackoverflow.com/users/46914/soviut
jo%c3%a3o silva,15 years,"Geneva, Switzerland","90,723",16.4m,849,12,29,154,158,"java 2,940,javascript 1,747,jquery 1,475,regex 1,094,string 813,sql 442,",https://stackoverflow.com/users/140816/jo%c3%a3o-silva
kirk larkin,"10 years, 11 months","England, UK","90,755",4.9m,697,2,,,,"c# 6,301,asp.net-core 6,204,.net-core 2,195,angular 950,asp.net-core-mvc 911,typescript 843,",https://stackoverflow.com/users/2630078/kirk-larkin
roger lipscombe,"15 years, 10 months","London, United Kingdom","90,800",9.3m,713,310,,,,"c++ 882,c# 863,.net 528,visual-studio 376,windows 346,winapi 266,",https://stackoverflow.com/users/8446/roger-lipscombe
holyblackcat,"10 years, 10 months",Earth,"90,856",3.7m,"1,789",118,,,,"c++ 6,404,c++17 789,c 755,templates 753,c++11 648,c++20 505,",https://stackoverflow.com/users/2752075/holyblackcat
toto,14 years,Paris,"90,899",6.6m,"4,069",5,63,95,130,"regex 4,082,php 1,585,perl 1,376,notepad++ 1,041,javascript 503,preg-match 329,",https://stackoverflow.com/users/372239/toto
dash,"12 years, 7 months",,"90,946",3.8m,322,1,,,,"html 8,217,c# 996,asp.net 367,.net 244,winforms 238,mysql 185,",https://stackoverflow.com/users/1073107/dash
harry,"10 years, 11 months","Chennai, Tamil Nadu, India","89,080",7.0m,"1,304",2,,,,"css 6,763,html 3,385,css-shapes 2,232,css-animations 1,000,css-selectors 910,javascript 888,",https://stackoverflow.com/users/2606013/harry
chris bunch,"15 years, 11 months","Mountain View, CA","89,083",9.2m,176,48,,,,"ruby 1,114,python 688,java 188,go 127,regex 70,string 51,",https://stackoverflow.com/users/422/chris-bunch
felix,"14 years, 9 months","London, United Kingdom","89,158",8.3m,357,83,,,,"android 3,923,android-layout 1,056,css 936,java 598,javascript 358,python 146,",https://stackoverflow.com/users/180784/felix
cade roux,"15 years, 10 months","New Orleans, LA, United States","89,212",30.3m,"1,989",109,,,,"sql-server 3,834,sql 3,618,t-sql 1,822,sql-server-2005 1,287,database 618,mysql 456,",https://stackoverflow.com/users/18255/cade-roux
chris morgan,"13 years, 8 months",Australia,"89,325",8.2m,778,21,,,,"rust 4,343,python 2,312,django 668,javascript 327,vim 193,mercurial 177,",https://stackoverflow.com/users/497043/chris-morgan
ken chan,"14 years, 4 months",Hong Kong,"89,317",7.9m,"1,326",32,,,,"java 4,709,spring 2,929,hibernate 1,447,spring-boot 1,172,eclipse 817,jpa 390,",https://stackoverflow.com/users/339637/ken-chan
uri,"15 years, 9 months","Pittsburgh, PA","89,339",28.5m,947,143,,,,"java 2,279,c++ 660,c 554,oop 400,python 173,arrays 159,",https://stackoverflow.com/users/23072/uri
michael dautermann,"12 years, 9 months","Royal Oak, MI","89,359",6.7m,"2,530",16,,,,"ios 3,774,objective-c 2,179,iphone 1,978,xcode 1,843,macos 990,swift 393,",https://stackoverflow.com/users/981049/michael-dautermann
bames53,"14 years, 1 month",,"87,409",10.8m,"1,252",9,,,,"c++ 6,983,c++11 2,692,c 911,random 694,unicode 475,string 419,",https://stackoverflow.com/users/365496/bames53
jamesdlin,"14 years, 9 months","California, USA","87,556",10.2m,"1,596",34,,,,"dart 3,862,flutter 2,564,c 1,617,c++ 974,asynchronous 271,python 219,",https://stackoverflow.com/users/179715/jamesdlin
ray toal,13 years,"Los Angeles, CA","87,588",11.5m,"1,240",91,,,,"java 1,996,javascript 1,003,python 814,ruby 765,string 599,arrays 592,",https://stackoverflow.com/users/831878/ray-toal
tao,"11 years, 7 months",Ireland,"87,628",7.5m,"2,192",40,,,,"css 4,056,html 2,782,twitter-bootstrap 1,729,javascript 1,531,vue.js 1,512,bootstrap-4 739,",https://stackoverflow.com/users/1891677/tao
andy white,"15 years, 5 months","Erie, CO","87,639",13.8m,696,78,,,,"c# 945,java 742,.net 390,asp.net 255,sql 163,wcf 136,",https://stackoverflow.com/users/60096/andy-white
vlad bezden,"15 years, 9 months","Medford, NJ, United States","87,743",63.3m,677,29,,,,"javascript 3,185,python 2,930,c# 833,python-3.x 501,list 318,wpf 183,",https://stackoverflow.com/users/30038/vlad-bezden
notme,"15 years, 11 months",United States,"87,762",15.2m,"2,194",68,,,,"c# 1,716,asp.net 1,258,sql-server 930,html 644,.net 631,sql 619,",https://stackoverflow.com/users/2424/notme
yatu,"6 years, 2 months","Barcelona, Catalunya","87,768",4.2m,"2,292",41,,,,"python 6,645,pandas 2,816,numpy 1,531,list 1,097,dataframe 984,python-3.x 844,",https://stackoverflow.com/users/9698684/yatu
shawn chin,"15 years, 1 month","Oxfordshire, United Kingdom","86,048",11.4m,555,23,19,165,193,"python 4,180,bash 1,284,shell 1,153,linux 1,079,django 636,unix 511,",https://stackoverflow.com/users/115845/shawn-chin
gabe,"15 years, 10 months",,"86,062",12.6m,"1,410",5,12,141,238,"c# 3,336,.net 1,396,python 666,c++ 440,c 387,java 240,",https://stackoverflow.com/users/310574/gabe
pardeep jain,9 years,"Bathinda, Punjab, India","86,084",15.2m,"1,004",79,,,,"angular 6,733,typescript 1,986,javascript 843,angular6 181,html 146,angular2-routing 124,",https://stackoverflow.com/users/5043867/pardeep-jain
justin,"15 years, 1 month","Reading, United Kingdom","86,081",11.3m,"1,146",215,,,,"c# 3,230,.net 1,731,sql-server 1,248,sql 947,asp.net 342,winforms 219,",https://stackoverflow.com/users/113141/justin
jeremyp,"14 years, 10 months","Reading, United Kingdom","86,102",6.2m,"2,094",0,,,,"objective-c 4,267,swift 1,508,ios 1,339,iphone 1,177,c 1,154,cocoa 646,",https://stackoverflow.com/users/169346/jeremyp
pure krome,"15 years, 8 months","Melbourne, Australia","86,183",11.0m,280,883,,,,"asp.net-mvc 620,c# 551,.net 241,asp.net 175,sql-server 102,sql 41,",https://stackoverflow.com/users/30674/pure-krome
lprsd,"15 years, 6 months",,"86,191",7.7m,542,94,,,,"django 2,458,python 2,168,django-models 129,git 120,django-forms 96,django-admin 85,",https://stackoverflow.com/users/55562/lprsd
daniel m%c3%b6ller,"11 years, 4 months","Rio de Janeiro, RJ, Brasil","86,227",7.1m,"1,533",123,,,,"keras 5,853,python 2,450,tensorflow 2,218,deep-learning 2,145,neural-network 1,360,lstm 871,",https://stackoverflow.com/users/2097240/daniel-m%c3%b6ller
daniel ruoso,"14 years, 9 months","New York, NY","84,838",6.1m,10,1,,,,"git 8,453,repository 8,453,git-branch 8,453,git-push 8,453,git-remote 8,453,perl 8,",https://stackoverflow.com/users/188715/daniel-ruoso
nulluserexception,"13 years, 11 months","Austin, TX","84,880",9.8m,703,35,,,,"php 1,843,sql 1,525,python 978,regex 926,java 846,javascript 671,",https://stackoverflow.com/users/396458/nulluserexception
bhojendra rauniyar,"11 years, 4 months",Nepal,"84,881",12.8m,"3,031",398,,,,"css 2,106,javascript 1,938,html 1,847,jquery 1,757,reactjs 1,064,vue.js 562,",https://stackoverflow.com/users/2138752/bhojendra-rauniyar
chobo2,"15 years, 1 month",,"84,941",11.3m,67,"1,321",203,543,850,"asp.net-mvc 30,asp.net 17,asp.net-mvc-3 16,jquery 14,.net 6,c# 2,",https://stackoverflow.com/users/130015/chobo2
chris seymour,"12 years, 7 months","Oxford, United Kingdom","85,005",10.8m,"1,177",63,31,164,206,"bash 2,795,awk 2,748,unix 2,283,linux 2,035,grep 1,897,sed 1,746,",https://stackoverflow.com/users/1066031/chris-seymour
membersound,"12 years, 5 months",,"84,957",12.8m,343,"2,041",,,,"java 579,spring 415,spring-boot 197,spring-mvc 94,web-services 22,hibernate 20,",https://stackoverflow.com/users/1194415/membersound
davidkonrad,"12 years, 1 month",Denmark,"85,095",12.6m,"1,641",13,,,,"jquery 3,398,datatables 3,389,javascript 2,867,twitter-bootstrap 1,295,html 709,css 638,",https://stackoverflow.com/users/1407478/davidkonrad
nosredna,"15 years, 5 months","Bend, OR","85,076",14.5m,434,26,,,,"javascript 5,354,jquery 280,c 188,c++ 111,html 104,css 100,",https://stackoverflow.com/users/61027/nosredna
nikolai fetissov,"15 years, 2 months","New York, NY","83,509",12.7m,"1,768",1,,,,"c++ 3,055,c 2,353,sockets 1,663,linux 1,165,tcp 521,udp 407,",https://stackoverflow.com/users/106671/nikolai-fetissov
fl00r,"14 years, 4 months",Easter Island,"83,510",7.2m,"1,122",129,,,,"ruby-on-rails 4,688,ruby 3,438,ruby-on-rails-3 2,479,activerecord 859,arrays 297,hash 149,",https://stackoverflow.com/users/298624/fl00r
rslite,"15 years, 10 months",United States,"83,623",8.8m,159,15,4,46,47,"python 7,199,sql-server 214,c# 157,javascript 89,asp.net 86,.net 84,",https://stackoverflow.com/users/15682/rslite
jop,"15 years, 10 months","Singapore, Singapore","83,635",6.0m,97,0,,,,"c# 6,180,.net 5,722,windows 952,oop 98,vb.net 66,sql 63,",https://stackoverflow.com/users/11830/jop
david c rankin,"10 years, 4 months","Nacogdoches, TX, United States","83,643",8.7m,"4,478",25,,,,"c 3,149,bash 1,415,linux 694,arrays 682,shell 669,awk 615,",https://stackoverflow.com/users/3422102/david-c-rankin
benzado,"15 years, 10 months","New York, NY","83,678",5.6m,471,25,,,,"macos 3,722,objective-c 1,622,ios 1,478,iphone 896,cocoa-touch 441,cocoa 199,",https://stackoverflow.com/users/10947/benzado
tags2k,"15 years, 11 months","Harrogate, England, United Kingdom","83,727",9.7m,29,65,,,,"sql-server 89,.net 55,javascript 32,c# 31,css 28,asp.net 9,",https://stackoverflow.com/users/192/tags2k
xenph yan,"15 years, 11 months","Sydney, Australia","83,729",3.6m,23,13,,,,"sql 4,293,indexing 4,150,database 4,150,performance 4,150,database-indexes 4,150,jquery 370,",https://stackoverflow.com/users/264/xenph-yan
bert,"15 years, 8 months","Dayton, Ohio","82,081",8.0m,"1,045",3,,,,"vue.js 5,892,vuejs2 4,460,javascript 3,950,vue-component 1,695,vue-router 435,vuex 258,",https://stackoverflow.com/users/38065/bert
oliver drotbohm,"15 years, 10 months","Dresden, Germany","82,083",7.3m,632,7,,,,"spring 5,782,spring-data 5,632,java 5,034,spring-data-jpa 4,370,jpa 3,105,spring-data-rest 946,",https://stackoverflow.com/users/18122/oliver-drotbohm
kristopher johnson,"15 years, 11 months","Cumming, GA, USA","82,127",12.3m,533,96,,,,"c++ 701,objective-c 566,iphone 481,cocoa 436,ios 296,c 262,",https://stackoverflow.com/users/1175/kristopher-johnson
josh stodola,"15 years, 10 months",Nebraska,"82,169",16.4m,752,104,,,,"javascript 3,411,jquery 2,907,html 1,206,css 1,162,c# 267,ajax 246,",https://stackoverflow.com/users/54420/josh-stodola
corsika,"14 years, 2 months","Calgary, AB, Canada","82,213",14.6m,"1,309",101,,,,"java 5,646,string 1,789,arrays 1,246,algorithm 379,c++ 239,c# 166,",https://stackoverflow.com/users/330057/corsika
mikko ohtamaa,"14 years, 3 months",Gibraltar,"82,292",10.3m,"1,623",484,,,,"python 1,986,html 474,javascript 410,ethereum 342,plone 176,django 164,",https://stackoverflow.com/users/315168/mikko-ohtamaa
boldewyn,"15 years, 1 month",Germany,"82,294",16.4m,594,86,,,,"html 1,901,javascript 1,738,jquery 1,503,css 1,097,php 228,python 226,",https://stackoverflow.com/users/113195/boldewyn
raghav sood,"12 years, 7 months",New Zealand,"82,315",7.4m,"1,433",14,,,,"android 6,880,java 726,google-play 708,eclipse 364,android-layout 351,android-intent 218,",https://stackoverflow.com/users/1069068/raghav-sood
epicpandaforce,"11 years, 1 month",Hungary,"80,912",12.4m,"2,065",55,,,,"android 4,847,java 2,079,realm 2,028,kotlin 1,087,dagger-2 848,android-fragments 283,",https://stackoverflow.com/users/2413303/epicpandaforce
thegeneral,"11 years, 11 months","Brisbane QLD, Australia","80,895",3.6m,"2,454",86,9,106,147,"c# 5,767,.net 702,async-await 369,linq 335,arrays 228,string 177,",https://stackoverflow.com/users/1612975/thegeneral
ashokgelal,"15 years, 8 months",,"80,998",4.0m,32,54,26,72,84,"java 25,android 20,jtable 14,swing 14,c# 10,json 8,",https://stackoverflow.com/users/33203/ashokgelal
romain linsolas,"15 years, 9 months","Paris, France","81,011",19.4m,495,148,,,,"java 4,276,maven 1,169,maven-2 866,jsf 767,eclipse 314,html 283,",https://stackoverflow.com/users/26457/romain-linsolas
tarik,"15 years, 7 months","Utah, United States","81,041",9.3m,278,396,,,,"javascript 588,c# 248,jquery 146,asp.net 132,css 102,html 76,",https://stackoverflow.com/users/44852/tarik
vaccano,"15 years, 10 months",United States,"81,031",9.5m,316,"1,341",,,,"entity-framework 376,tfs 367,.net 248,c# 243,wpf 107,visual-studio 104,",https://stackoverflow.com/users/16241/vaccano
k ballo,"12 years, 10 months","Bahia Blanca, Argentina","81,094",9.0m,"1,255",18,,,,"c++ 4,013,android 2,533,java 866,c 843,c++11 579,templates 390,",https://stackoverflow.com/users/927034/k-ballo
andrew arnott,"15 years, 10 months",United States,"81,136",6.5m,756,98,,,,"c# 2,048,.net 1,370,dotnetopenauth 1,136,openid 980,asp.net 375,oauth 339,",https://stackoverflow.com/users/46926/andrew-arnott
wolph,"15 years, 6 months","Amsterdam, Netherlands","79,589",14.9m,"1,105",7,,,,"python 3,555,django 1,916,sql 1,735,django-models 1,146,mysql 1,089,postgresql 271,",https://stackoverflow.com/users/54017/wolph
ryan cogswell,"7 years, 5 months","Minneapolis, MN, USA","79,626",7.5m,860,1,,,,"reactjs 6,705,material-ui 5,416,javascript 1,980,css 1,273,react-hooks 1,114,jss 664,",https://stackoverflow.com/users/7495930/ryan-cogswell
john hanley,"7 years, 2 months","Seattle, WA, United States","79,633",6.1m,"2,499",13,,,,"google-cloud-platform 3,490,amazon-web-services 1,488,google-cloud-iam 655,python 563,google-compute-engine 436,google-cloud-storage 412,",https://stackoverflow.com/users/8016720/john-hanley
